week,age_group,val_n,val_mean,val_sd,val_5,val_10,val_25,val_50,val_75,val_90,val_95,qval_mean,qval_sd,qval_5,qval_10,qval_25,qval_50,qval_75,qval_90,qval_95,age_mean,age_sd,age_5,age_10,age_25,age_50,age_75,age_90,age_95,bmi_n,bmi_mean,bmi_sd,bmi_5,bmi_10,bmi_25,bmi_50,bmi_75,bmi_90,bmi_95,baby_weight_n,baby_weight_mean,baby_weight_sd,baby_weight_5,baby_weight_10,baby_weight_25,baby_weight_50,baby_weight_75,baby_weight_90,baby_weight_95
"[-60,-59)","[20,25)",6,129.221664428711,85.2764027474641,34.25,40.5,62.6324996948242,127.714996337891,185.724998474121,219.449996948242,232.674995422363,0.4124584759896,0.338680695339248,0.0350842024199665,0.0521251009777188,0.131142493337393,0.414881363511086,0.663243919610977,0.770368963479996,0.807359740138054,21.8605593607306,0.789314947476423,20.985502283105,20.9942922374429,21.1779394977169,21.9508561643836,22.2728310502283,22.6365296803653,22.810502283105,2,22.5150499343872,2.41328538736092,20.97924451828,21.1498895645142,21.6618247032166,22.5150499343872,23.3682751655579,23.8802103042603,24.0508553504944,6,3091.33333333333,831.556772966625,1894.75,2061.5,2665,3505,3610,3707.5,3743.75
"[-60,-59)","[25,30)",15,122.773999913534,70.2596761981923,27.2299997329712,45.4399997711182,74.7999992370606,103.099998474121,162.560005187988,215.079998779297,242.869998168945,0.414109968021512,0.279101057016227,0.0308079967275262,0.0899960726499558,0.196078434586525,0.335828870534897,0.626577019691467,0.787866795063019,0.864135634899139,27.2654718417047,1.58779601294236,25.1998515981735,25.2633789954338,26.0862442922375,26.8996575342466,28.9461757990868,29.2338584474886,29.2839726027397,7,29.8705715224856,9.21127454838318,20.0168804168701,21.9640605926514,24.6157007217407,26.6769003868103,35.6798165639242,41.7273058573405,42.7418356577555,14,3047.64285714286,746.300888706101,2038.65,2575,2794.5,3082.5,3354,3795.5,4042.25
"[-60,-59)","[30,35]",22,130.652953928167,92.1317919766978,26.6150004386902,37.010001373291,69.6749973297119,99.1000022888184,167.549995422363,263.742504882813,300.208499145508,0.437567112967372,0.322412165451663,0.0322294796817005,0.0583272874355316,0.196424532681704,0.345511585474014,0.659043207764626,0.914009058475494,0.95067056119442,32.0930676629307,1.26103066416984,30.4578710045662,30.5499543378995,31.1196061643836,31.864098173516,33.0859589041096,33.4979223744292,34.4480365296804,4,29.4297246932983,9.51252174576426,21.2651746749878,21.8691497802734,23.6810750961304,27.2578496932983,33.0064992904663,38.7277996063233,40.6348997116089,21,3076.80952380952,530.232648848373,1994,2131,2805,3170,3334,3570,3712
"[-59,-58)","[20,25)",8,146.163749694824,47.6473021992939,85.3954990386963,92.7909980773926,107.957500457764,152.205001831055,176.51749420166,192.388998413086,206.994502258301,0.473349848762155,0.196602022157194,0.219696968048811,0.25046764165163,0.317005343735218,0.500936642289162,0.595689743757248,0.669219464063644,0.724620953202248,22.9179651826484,1.70908806507209,20.8656506849315,21.1823287671233,21.5148116438356,23.0448630136986,24.412899543379,24.5939611872146,24.7169006849315,4,23.2469620704651,1.18827405788663,22.275177192688,22.2819046020508,22.3020868301392,22.9892492294312,23.9341244697571,24.4181898117065,24.5795449256897,7,2727.85714285714,1113.84505633585,1065.2,1420.4,2337,3126,3217.5,3640,3895
"[-59,-58)","[25,30)",13,184.738460247333,79.2388869043385,81.5000030517578,87.3480026245117,137.699996948242,176.759994506836,258,286.227990722656,303.785986328125,0.638141820063958,0.259063338100461,0.239043098688126,0.271445471048355,0.478962123394013,0.682807922363281,0.892184257507324,0.925994443893433,0.944999575614929,28.2709694415174,1.53859255739223,25.7948858447489,26.1658447488585,27.2393835616438,28.7926940639269,29.3380136986301,29.79399543379,29.8399543378995,5,23.2649801254272,5.35288279608371,18.8609004974365,19.1650001525879,20.077299118042,20.6905002593994,25.271900177002,29.1458002090454,30.4371002197266,13,3199.15384615385,721.306204760254,1870,2076,3040,3290,3724,3769,3941
"[-59,-58)","[30,35]",23,113.662609017414,56.7786336037397,34.4449993133545,43.4600006103516,80.5200004577637,112,136.600006103516,181.179995727539,182.66000213623,0.406512137097509,0.234318470008366,0.0464800100773573,0.0834143161773682,0.248142458498478,0.40477728843689,0.542966932058334,0.714009046554565,0.723748463392258,32.3550426841374,1.46180585280732,30.3026598173516,30.5888584474886,30.9063926940639,32.5434931506849,33.739497716895,34.135799086758,34.222294520548,10,25.9729934930801,5.18656213883403,19.2857153892517,20.4929300308228,21.6949126720428,26.0803499221802,30.3168461918831,31.4741201400757,32.6118102073669,22,2992.45454545455,752.976236093286,999.2,2593,2902.5,3108,3408.75,3509.8,3581.25
"[-58,-57)","[20,25)",11,178.214908253063,96.7098964539363,89.8150024414063,92.8000030517578,126.200000762939,154.800003051758,205.779998779297,218.399993896484,327.586990356445,0.555580613288012,0.238978268658899,0.240951269865036,0.252151131629944,0.401339784264565,0.519600331783295,0.736924648284912,0.777478873729706,0.886241346597672,22.6453715234537,1.09262029625474,21.2341894977169,21.4311643835616,21.761301369863,22.765296803653,23.2570205479452,24.1025114155251,24.2366438356164,6,20.4995302624173,4.40810988445804,17.4749581019084,17.8470166524251,18.6480751037598,19.0844745635986,19.7154870033264,24.567099571228,26.9319996833801,9,3204.44444444444,606.065819674545,2447,2689,2862,3152,3700,3919,4027
"[-58,-57)","[25,30)",13,121.838461509118,78.7537715495387,14.4860000610352,20.95,62,132.020004272461,179.100006103516,217.519995117188,226.019995117187,0.419272443987071,0.315678668650714,0.00770880742929876,0.0169455245137215,0.139200568199158,0.493662655353546,0.667377412319183,0.809665048122406,0.82193900346756,27.3831138040042,1.72510512036759,25.1725114155251,25.2888356164384,26.1377853881279,27.1406392694064,29.2364155251142,29.6092237442922,29.7295205479452,5,32.1459804534912,7.38768118661415,22.9919998168945,24.2062000274658,27.8488006591797,33.6593017578125,37.3862991333008,38.9891403198242,39.523420715332,12,3253.91666666667,382.696047995684,2757.25,2815.9,2959.75,3177,3590.5,3719.5,3763.25
"[-58,-57)","[30,35]",18,107.646611425612,57.2915292545949,30.5849999427795,36.3662986755371,58.3499994277954,118.840000152588,131.625003814697,163.079995727539,201.645000457764,0.383099616608686,0.25004499085805,0.0409022318199277,0.0510981775820255,0.143292892724276,0.451649591326714,0.510647520422936,0.634645402431488,0.79713636636734,32.1536973617453,1.23803089726959,30.3648630136986,30.685296803653,31.422203196347,32.0833904109589,32.7296803652968,33.6298744292237,34.3696575342466,8,26.150762796402,4.85860349952069,20.9938372135162,21.1909749031067,21.915212392807,25.8743252754211,28.9805750846863,31.7994211196899,32.8919114112854,18,2902,560.263698417724,2021,2204.5,2502.5,3061.5,3399,3485.4,3517.05
"[-57,-56)","[20,25)",6,95.5633341471354,50.7772178555445,33.4949989318848,34.3899993896484,54.7350006103516,112.700000762939,117.324998855591,139.600002288818,150.350004196167,0.275110338193675,0.203110744792911,0.0322299893014133,0.0337828369811177,0.10912917740643,0.33651328086853,0.358398795127869,0.455034896731377,0.501482389867306,23.8319824961948,1.16032695276502,22.1132420091324,22.4529680365297,23.4331621004566,24.4092465753425,24.4872146118722,24.6337328767123,24.7063070776256,3,21.5020662943522,5.85714179382552,17.6500196456909,17.7722396850586,18.1388998031616,18.75,23.4891996383667,26.3327194213867,27.2805593490601,6,3212,202.810256150916,2957.75,2983.5,3082.5,3232.5,3326.25,3420,3452.5
