"","age","ALBUMIN","BPs","CHOLESTEROL","CHOLESTEROL_LDL","CREATININE_BLOOD","FERRITIN","FIBRINOGEN","GLUCOSE_BLOOD","HEMOGLOBIN_A1C_CALCULATED","LACTIC_DEHYDROGENASE_LDH__BLOOD","TRIGLYCERIDES","PHOSPHATASE_ALKALINE","ALT_Alanine_aminotransferase_GPT","RDW","SPECIFIC_GRAVITY","TRANSFERRIN","URIC_ACID","UREA_BLOOD","PROTEIN_TOTAL_BLOOD","MCV","T3_FREE","BPd","Na","K","LYMP","GAMMA_GLUTAMYL_TRANSPEPTIDASE","AST_Aspartate_aminotransferase_GOT","BMI","BILIRUBIN_TOTAL","MONO","RBC","PHOSPHORUS_BLOOD","PLT","HCT","CALCIUM_BLOOD","CK_CREAT","MCHC","NEUT","BASOPHILES_abs","HGB","GLOBULIN","TSH_THYROID_STIMULATING_HORMONE","WBC","EOS","FOLIC_ACID","T4_FREE","IRON","MPV","CHOLESTEROL_HDL","Cl"
"LACTIC_DEHYDROGENASE_LDH__BLOOD",180.690922284653,-0.773532306338028,183.139492479336,107.374212219003,66.774534772292,141.663857310514,1049.77441464996,198.034749335682,104.719009440302,4.56356769003296,1129.60661721379,17.2065158087448,237.169329826577,108.243372346587,7.69451967606206,-0.0109380018981689,-167.093341960861,7.84030989797675,44.623886668118,1.2913814236674,7.73567592606825,-1.20532297175581,40.4706899991039,17.0117116846853,1.1360301879098,0.510061052408294,199.510655625886,130.053286554002,40.5399434277892,-0.562387297925207,0.380496002077471,0.240905986412501,-0.427089777627558,-130.559978883174,6.3546495056649,-0.329669611893181,1371.43447883274,-9580.48879420886,-3.24505911846638,0.0823981567472793,0.462970619865754,2.0614867581826,2.95342396599425,-2.22190941177879,0.202799566335747,37.1983105463057,0.169019230326849,-7.63947510966105,0.429495182681689,-6.43672988836582,-20.2834766909678
"TRIGLYCERIDES",193.353493927693,-3.10942108108088,231.382382526956,1518.23661637211,525.821388089117,12.724698705791,876.720837673013,331.409143045044,701.849435109183,18.5260434227541,17.2065158087448,8826.39701134957,373.058764836921,169.60021423684,-11.1918703226706,0.0154653950939877,971.120102162922,20.0418693602272,24.4139284082119,-1.18196603826111,17.8288700679278,-0.814109927680009,46.7552673843216,-25.7791397619757,1.48719719699271,7.9297005942342,464.985506027546,91.7563281579905,89.9621288120714,-0.670020861088044,1.6084122591675,1.44004407921107,0.39027343318818,464.467947122908,153.78620903725,1.14421109107164,-464.721096921747,-333198.852630207,28.2594720936772,0.382062426006556,11.5035303835434,1.89077395962448,16.1840819022457,39.9066068094058,0.856559612573591,150.625888006283,-1.58737067174828,73.755697711875,-1.72378942022513,-441.615279036863,-23.0407660025078
"PHOSPHATASE_ALKALINE",88.2551833611251,-2.06927204573636,98.1944114110539,139.012630619018,105.672939371895,46.4451412570422,489.237147428801,743.794520150663,197.68742607696,6.067113575776,237.169329826577,373.058764836921,779.812557128269,98.4040980068076,5.27466821796397,0.0100524909231534,-37.0105932656769,4.92150190141859,16.2535466035206,1.02544691729496,-9.00415165388027,1.4195676832251,19.1759162422172,3.52296398960717,0.669335817078571,3.37964356866402,377.584824238342,77.910951715405,39.9740036573054,-0.752820275684375,0.510563968444886,1.04104264265815,-0.0369967217568397,104.399594432473,33.7248299550832,-0.046604460719317,-51.9163180772782,-36839.2522500112,5.7795830454193,0.117343234694666,0.67141831264154,3.09562175639941,3.74814814205786,10.1318021136012,0.31162598619477,-17.4573035845607,0.391590254526015,-87.5594170400136,1.24056941023066,-39.0140414593318,-9.46922608032471
"ALT_Alanine_aminotransferase_GPT",3.60948533141897,0.388668785710152,12.2545630454484,42.3785536005381,38.0999994589624,-1.4733440945893,299.755917668902,-36.9507995627514,44.2837353147741,1.43245702895722,108.243372346587,169.60021423684,98.4040980068076,373.299792364494,-1.0802375404919,0.0102598336181135,47.800644846478,2.00659177619765,0.913288971422991,0.809460832250315,3.6989635255427,0.359047483505132,13.9781250412976,-0.9866708937714,0.0336607783239745,0.322122869870977,268.103358185373,191.603128423743,9.87360981625148,0.427617989768823,0.139831188136184,0.574581915153636,0.120728520796181,-2.34217409314389,1.43216489831307,0.519862504484328,150.972107915444,-424.891964053117,0.227635470223032,0.0066089736540107,2.69531170050573,0.421289357947047,0.204248035543319,0.767885576993293,0.0970479798750559,22.9821666547627,-0.112156827101562,37.9963277883559,0.136274866386786,-33.1383314325212,-1.15909383302617
"RDW",2.48589576693888,-0.1271559403365,3.12153777648209,-6.58729712556304,-3.79384748211492,6.1076354121739,-5.53873731825623,19.2382213036721,2.97696508800386,0.191827407555177,7.69451967606206,-11.1918703226706,5.27466821796397,-1.0802375404919,2.36469611399218,0.000384769801965792,9.89144157703329,0.179946292041803,0.706084594467658,0.00199301343338278,-4.97676282323104,-0.0439258796787176,0.195989665315964,0.211512711876729,0.0212618180891545,0.0621851501585949,2.83561579060372,-0.0458855134208277,2.46733263164812,-0.0688590271910938,0.0221537292170673,0.0508942279711731,-0.00904345272470291,12.0585746568668,-3.09030594532504,-0.0645586094115686,4.10449581624383,6335.61953859117,0.0927664227695034,0.00817264357583177,-0.912105817916419,0.128830842206261,0.0875061073019014,0.184698218247563,0.00734326886071059,-3.97403396081644,0.00244284466025433,-16.8968776325541,0.0842653052877476,-0.969164683509916,-0.155881343321746
"SPECIFIC_GRAVITY",-0.0296877471582028,-0.000318537070275352,-0.0151221497344384,-0.0189846661515297,-0.00791425995442549,-0.0136207950954612,0.00335079577438329,NA,0.0492379290431537,0.000952832161950127,-0.0109380018981689,0.0154653950939877,0.0100524909231534,0.0102598336181135,0.000384769801965792,5.18765244603769e-05,NA,-0.000123675749683242,0.00145174861404185,4.66890637948626e-05,-0.00651446360255821,0.000298130913732961,-0.00285378818580058,0.000479676561335041,-0.000161316223226238,0.00042025742805201,0.00460438357653035,0.00481603410337739,0.011904005436428,-0.000146537803993753,-5.15962395089877e-06,0.000171007551254372,-1.77783780975821e-05,0.0235807873067232,-0.00151407733401614,-0.000267270123212644,NA,-0.000525521182080791,0.000549646115791151,1.5666882728458e-05,-0.000718414242401318,0.00036590681774718,NA,0.000905403768082744,-5.92279834792825e-05,NA,-6.34761644869274e-05,-0.0191315320734703,0.000350777588323955,NA,0.00317384287870085
"TRANSFERRIN",-314.614536114617,-0.272083616115325,-190.193435108095,341.510586297704,59.7612868647879,-432.68408373742,-3028.86387322405,-628.706326383896,-198.160447488303,-6.7478463392148,-167.093341960861,971.120102162922,-37.0105932656769,47.800644846478,9.89144157703329,NA,4269.39131530412,-9.28614896454317,-86.1488994628877,2.74434010998132,-93.5232175929454,NA,-68.1812911891719,-46.6649812611044,-1.2086125813286,-5.7437756487868,-26.6171773824911,31.5935500841932,-7.8882620240075,-0.807833202072262,0.612747286551221,-0.2118025906956,0.970394530866358,903.778124279003,47.9852188149218,0.510470960200946,-189.056671767267,-343994.595505911,18.3535695452454,-0.0595878551897449,-14.7538974669607,3.01804232653127,-5.17959544743429,13.6104844464084,-0.336181050008744,-39.321105167578,NA,-132.224675457284,0.405454576082038,195.269031103729,3.86760944627491
"URIC_ACID",7.31811814696345,-0.0134346724572305,6.5355754479199,3.81746515739995,3.09502017292625,12.9652816847717,29.7723813944134,24.1225674255416,6.11492579523994,0.229260490392565,7.84030989797675,20.0418693602272,4.92150190141859,2.00659177619765,0.179946292041803,-0.000123675749683242,-9.28614896454317,1.74677268079138,2.99745296127624,0.075100439088927,-0.140363950218974,-0.0304770599690735,0.823474744943774,0.353286731815996,0.0391296652660238,0.111417042729578,7.23126869416174,1.76511871142298,3.44543513529165,0.0196877606398871,0.0209054992005104,0.0476662948557729,0.00485021930005054,1.94333130915061,-0.0587445739885485,0.0816582342699234,8.01954882418361,275.698655037612,0.0800814500229265,0.00471835265519765,0.0919404990842187,0.0886603508269372,0.116453258505292,0.228643850240601,0.0193803660730251,1.79672529018495,0.0241428609396373,-1.16625336524967,0.0263944192130106,-3.98606349700067,-0.374144950768521
"UREA_BLOOD",49.9537498281817,0.0699400598740268,32.0764440699202,5.70418724789298,1.28507769115618,105.546501546334,172.174107587747,90.2269401080651,37.5709926962178,1.24291551986821,44.623886668118,24.4139284082119,16.2535466035206,0.913288971422991,0.706084594467658,0.00145174861404185,-86.1488994628877,2.99745296127624,35.308143232268,0.0583594491499322,3.36450650055292,-0.640522899343457,-3.35574539169394,1.85842276853448,0.538788782903442,-0.142279896742336,7.34291350498466,0.081280620959703,2.27065204702903,-0.0537001958619182,0.0850938784650335,-0.225092211862476,0.135288445841593,-48.5855215155893,-10.7414756577848,0.250394793298063,-1.27207676563349,17332.4804548521,-0.475264449940113,0.00962333035943651,-0.345212374094329,-0.012348463866882,1.33449151787093,-0.495969309111859,0.0632342749529056,23.52664264717,0.138909888232918,-3.17710741820244,0.186466904357271,-2.40650724530351,-2.00153851989196
"PROTEIN_TOTAL_BLOOD",-0.250050148449426,0.0831858673954987,0.914199628004906,0.50731445853632,1.20704893446129,-0.262402351123365,4.98634825371128,6.05064625330647,1.00874929625027,0.0357409024118947,1.2913814236674,-1.18196603826111,1.02544691729496,0.809460832250315,0.00199301343338278,4.66890637948626e-05,2.74434010998132,0.075100439088927,0.0583594491499322,0.245627460515891,-0.340992638631723,0.0320808022259701,0.932368257334362,-0.0549689860076907,-0.00626293973710796,0.0344550952705122,1.99228471275183,0.785035126649256,-0.136011657398738,0.00803792120109381,-0.00185789334780424,0.0392222569855391,-0.00160118470731725,5.09754534685864,0.0319000271873612,0.0611072421187522,4.77912612133321,-589.151748994636,-0.0768495501475166,-7.24549472214961e-05,0.052049925048541,0.162270685044405,0.0538997123355967,-0.0480832961268083,-0.000745459792423445,-0.296475459293374,-0.00196824441238223,0.235418714954374,0.00385292644863505,-0.954674862376262,-0.305387678035609
"MCV",18.8892543000511,0.269043648214569,1.89470604208832,25.6548371268963,6.94762641143425,16.0614830343086,115.783016174442,-49.9232864927027,-11.588278752637,-0.830787938014522,7.73567592606825,17.8288700679278,-9.00415165388027,3.6989635255427,-4.97676282323104,-0.00651446360255821,-93.5232175929454,-0.140363950218974,3.36450650055292,-0.340992638631723,38.5016712150171,-0.344911713885469,-3.31931106010289,0.540451861569744,0.153344380562579,-0.401173282667672,12.0541225418609,5.99663672470402,-9.8278437926912,0.246182191314162,-0.00941706053216852,-1.10341879786361,0.0370939497126413,-86.0452491217105,17.482922025186,0.198977442475009,-20.3969791516232,-6065.17139650276,-0.39575665131162,-0.0170304470501025,3.4851158919762,-0.608514225307573,0.844406698858415,-0.8409936783223,-0.0345568178104193,23.1743243360663,0.0193124570180514,79.9999047880088,-0.215664370852313,15.3583554370107,-0.536250957970448
"T3_FREE",-2.41113685744057,0.00604496750728093,-1.13101398947086,-2.17899986303422,-1.42057450380368,-2.9648356464379,1.30477678740039,NA,-0.758198088503995,-0.0329250453729737,-1.20532297175581,-0.814109927680009,1.4195676832251,0.359047483505132,-0.0439258796787176,0.000298130913732961,NA,-0.0304770599690735,-0.640522899343457,0.0320808022259701,-0.344911713885469,0.470639398833525,0.291194030973546,-0.0633810491448892,-0.0128838853319337,0.0347418862280074,0.223417184988543,-0.0216518649196618,0.23927105796417,-0.00123195463429187,0.00548997772953824,0.0273990013551113,0.000729795621942441,1.12860516689982,0.0921133382400631,0.00636510036630883,-1.41887515644556,0.00720812759295283,0.0177544612280253,-1.88668223522229e-05,0.0339960762766054,0.0261064577587274,NA,0.0618805699600379,0.00357195403173722,-0.642060762091512,0.0421536926388784,0.775309375437614,0.0060051823589268,NA,0.0448531162091885
"BPd",7.22601412940878,0.438612494369653,91.6721124877176,54.553041560999,47.4764876885154,-3.95331013987462,115.775803923641,-83.2702604028037,16.4534027902986,0.429945541518093,40.4706899991039,46.7552673843216,19.1759162422172,13.9781250412976,0.195989665315964,-0.00285378818580058,-68.1812911891719,0.823474744943774,-3.35574539169394,0.932368257334362,-3.31931106010289,0.291194030973546,139.027455418101,1.41332705892878,-0.178895004491264,0.684342118766282,32.5632401049013,7.1395468651215,9.11071984067161,-0.0831760947455149,-0.129648443449814,1.00149950283885,-0.137597287287427,69.2733545593401,1.28512884160895,0.238352003910063,60.8934372154984,12571.1098710186,-1.83336028677036,0.0143772628986347,2.3596588119496,0.491229598565393,1.6279173686549,-1.3151769908096,-0.000209449666652863,-22.4697949543963,-0.153925800860663,-2.36142796768302,-0.0169982037514023,-7.17993108526194,-2.25884717126916
"Na",8.16157747694715,0.0512883582348755,5.10471814399748,-5.80585502876875,-1.35891348951741,5.04228138288136,32.2012054442417,-3.64292670075602,-8.62732070757826,-0.153163777656606,17.0117116846853,-25.7791397619757,3.52296398960717,-0.9866708937714,0.211512711876729,0.000479676561335041,-46.6649812611044,0.353286731815996,1.85842276853448,-0.0549689860076907,0.540451861569744,-0.0633810491448892,1.41332705892878,6.54404144996353,0.0840604669641527,0.187058868401197,-2.48139286350646,-1.23721012062834,0.397886722344454,-0.0415863262242144,-0.0301851300296007,0.0876406823712561,-0.0008628725928808,-15.8950832833509,-0.657352145873646,0.090018877734472,-1.79927871870407,5599.62333650707,-0.595224487026123,0.000568899332826662,0.264025361701804,-0.106467459889608,0.0533037608149905,-0.445029641421822,0.00652439576237925,0.718217447571533,-0.01051350995617,-1.03322914752574,0.0750811110980329,-2.61939280653682,3.34033103257663
"K",1.07874141783893,-0.00333225910378919,0.460312285403255,0.241061947769343,0.303873195672699,1.93590296159753,2.74408973597809,1.9370048738276,1.21573705682837,0.0388771470390301,1.1360301879098,1.48719719699271,0.669335817078571,0.0336607783239745,0.0212618180891545,-0.000161316223226238,-1.2086125813286,0.0391296652660238,0.538788782903442,-0.00626293973710796,0.153344380562579,-0.0128838853319337,-0.178895004491264,0.0840604669641527,0.11884096007187,-0.015641868892783,0.264731408184441,-0.1050593250797,0.135717602701995,-0.00722233450206658,0.00103507720898132,-0.000847200653250068,0.00766582648402957,0.673279113092536,0.154148379096477,0.0139652038654321,-1.86758144562062,-169.027177296497,-0.0169781084519182,0.000568681131049565,0.0139045303868747,-0.00287276639461674,0.00293027041336316,-0.0304548041811346,0.00219550913808494,0.460846251287026,-0.000552404160064892,0.202891678252152,-0.00337495205200662,-0.0853620489273989,0.046782595146093
"LYMP",-0.910347171558116,0.00729150611922467,0.181273998896244,1.58676623102033,1.08322960685632,-0.528431910827185,5.75353205536329,4.09391868280305,1.9420717987502,0.103950815088348,0.510061052408294,7.9297005942342,3.37964356866402,0.322122869870977,0.0621851501585949,0.00042025742805201,-5.7437756487868,0.111417042729578,-0.142279896742336,0.0344550952705122,-0.401173282667672,0.0347418862280074,0.684342118766282,0.187058868401197,-0.015641868892783,8.62087299580858,1.60022521086426,0.0558648017769244,0.995824908270448,-0.0179209423551467,0.106172149498415,0.0243919092821532,0.010107125862391,11.7512357232227,0.540413651185973,0.0221359645866911,-0.834171207335464,33.8004691391265,0.942365492711561,0.0194081300110277,-0.0193873076191346,0.0272817434024981,0.00706694418113854,9.76275403985254,0.0875906574132538,-3.75751097822623,-0.00642947497443701,-2.25907247169086,-0.0020990827967919,-1.82637206562505,0.0414332718104827
"GAMMA_GLUTAMYL_TRANSPEPTIDASE",64.3709633214163,-0.320517264465747,79.2721801028929,116.255722292049,33.26560524482,27.8674752477658,806.741868967132,119.611490807612,182.387293934664,4.88244119130597,199.510655625886,464.985506027546,377.584824238342,268.103358185373,2.83561579060372,0.00460438357653035,-26.6171773824911,7.23126869416174,7.34291350498466,1.99228471275183,12.0541225418609,0.223417184988543,32.5632401049013,-2.48139286350646,0.264731408184441,1.60022521086426,1352.99458904349,239.360060762992,24.1922242944354,0.485517816835328,0.301183919079322,0.217821359997688,-0.0150878079629857,-25.2470623911234,33.9859960521883,0.665222238065059,64.150893399628,-18131.3571220299,-0.0846201752877965,0.0892746083818098,2.21735829689487,2.31036261617892,1.37031885746052,1.88787929994149,0.103933806733133,-19.2989511543468,-0.262712641455372,85.8642919759476,0.553822124394413,-13.4272465871782,-12.0793379869438
"AST_Aspartate_aminotransferase_GOT",20.1823295826283,0.237429162317699,17.867279524053,27.0501390602358,4.21065730362027,-0.657447417208804,231.281623000475,-35.7177001139745,16.3908173094447,0.660876471968875,130.053286554002,91.7563281579905,77.910951715405,191.603128423743,-0.0458855134208277,0.00481603410337739,31.5935500841932,1.76511871142298,0.081280620959703,0.785035126649256,5.99663672470402,-0.0216518649196618,7.1395468651215,-1.23721012062834,-0.1050593250797,0.0558648017769244,239.360060762992,215.431733834789,-0.310010625128344,0.626410139200513,0.0438692189263093,0.0458699797220606,0.0607054823871379,-60.2755439346162,4.74146527992437,0.353538838679754,340.286245656643,-2471.04496053232,-1.40108424140231,-0.00655101193428444,1.29308170472769,0.548208561136313,1.09152990695027,-1.29305245061523,0.0153715314878628,26.480343393022,-0.044545289934233,42.1359775452365,0.0481651228769152,0.910963687081883,-1.80771418338434
"BMI",4.48436903863754,-0.873680625547371,21.5383324353139,-7.55787666867785,8.31154190160066,12.1778570603496,46.111095242231,142.969389755921,52.6517581985078,1.76804196635171,40.5399434277892,89.9621288120714,39.9740036573054,9.87360981625148,2.46733263164812,0.011904005436428,-7.8882620240075,3.44543513529165,2.27065204702903,-0.136011657398738,-9.8278437926912,0.23927105796417,9.11071984067161,0.397886722344454,0.135717602701995,0.995824908270448,24.1922242944354,-0.310010625128344,58.7851440532728,-0.311185284714832,0.123949976222965,0.49131059978088,-0.136926651636429,70.0586730157416,-8.01029120508084,-0.338881487246257,41.2367675522048,-339.094798334565,2.19913357339305,0.0381069765209003,-0.449805516431136,0.737925814916881,-0.0309533154226169,3.41767307823936,0.0931335242571257,-30.465064504255,-0.00800326168820153,-57.0008687390095,0.397466278124407,-30.1485478122102,0.264211238596149
