,0
const,-16.238440132107414
PROTEIN_TOTAL_BLOOD,-3.996222545277866
CHOLESTEROL,0.09002987435231408
HEMOGLOBIN_A1C_CALCULATED,9.20985617717806
FIBRINOGEN,0.01929304008917413
PHOSPHATASE_ALKALINE,0.0781171966226119
UREA_BLOOD,0.5402795014767429
BPs,0.3146776897016368
T3_FREE,-2.8269353388700234
NEUT,0.24088706235532698
TRANSFERRIN,-0.06346421688735966
RBC,-2.0513862403260443
