,0
const,54.50000000000002
PROTEIN_TOTAL_BLOOD,-1.9756996681229868
CHOLESTEROL,3.406518719440709
HEMOGLOBIN_A1C_CALCULATED,4.578244886088987
FIBRINOGEN,2.4956224746069813
PHOSPHATASE_ALKALINE,2.081655963646049
UREA_BLOOD,5.990453946508017
BPs,4.95023915425579
T3_FREE,-1.9349084410376944
NEUT,0.3770017669083465
TRANSFERRIN,-3.09609049982221
RBC,-0.8449908241934696
