,0
const,-49.98609775012763
ALBUMIN,-6.922905344114087
CHOLESTEROL,0.08745465646613569
HEMOGLOBIN_A1C_CALCULATED,8.746470124018128
FIBRINOGEN,0.018886754931462225
PHOSPHATASE_ALKALINE,0.07614472755855164
UREA_BLOOD,0.47425062144524865
BPs,0.28556483980065434
T3_FREE,-2.5532465622280704
PCT,-16.981441660991056
TRANSFERRIN,-0.059136458796675756
RDW_SD,0.8581349909757734
